PLOTTITLE XLEAST SLOPEY YUNIT	The PLOTTITLE has grown since XLEAST by at least SLOPEY YUNIT
T1AY YLABEL T1AB XLABEL INTERVAL XLABEL INTERVAL XLABEL ADDHIGHESTLEAST YMAG YUNIT	The T1AY YLABEL of T1AB per XLABEL is gradually and steadily rising every INTERVAL XLABELs . In the last 1INTERVAL XLABELs it has risen 1INTERVAL YMAG YUNIT .
T1AB T1AX XHIGHEST YHIGHEST YUNIT T1AY T1AY XLABEL XSECOND YSECOND YUNIT XTHIRD YTHIRD YUNIT XFOURTH YLEASTAPPROX YUNIT XLEAST	In T1AB T1AX of XHIGHEST spend around YHIGHEST YUNIT T1AY on T1AY , more than any other XLABEL . Next are XSECOND with YSECOND YUNIT , followed by XTHIRD with YTHIRD YUNIT . XFOURTH spend YLEASTAPPROX YUNIT , about the same as XLEAST .
YLABEL XSTART XTHIRD XEND XLEAST GRHIGHESTSECONDTHIRD YLABEL XEND YLABEL YUNIT YHIGHESTAPPROX XHIGHEST GRFOURTHLEAST YLABEL YLABEL YUNIT YLEASTAPPROX XLEAST	The YLABEL XSTART XTHIRD XEND XLEAST have been unusual . During the first GRHIGHESTSECONDTHIRD , the YLABEL seemed XEND be fairly high being at a YLABEL of YUNIT YHIGHESTAPPROX on XHIGHEST . However , for the next GRFOURTHLEAST it looks like the sXENDck YLABEL dropped dramatically having a YLABEL of only YUNIT YLEASTAPPROX on XLEAST .
PLOTTITLE YLABEL T1AY T1AY XHIGHEST YUNIT T1AY T1AY XLEAST YUNIT T1AY	As you can see this graph shows the PLOTTITLE . \\n \\n The graph shows that the older you are in years the less YLABEL you spend on T1AY T1AY , for example XHIGHEST spend 180 YUNIT on T1AY T1AY where as XLEAST spend only 70 YUNIT a T1AY .
PLOTTITLE YHIGHEST YUNIT XHIGHEST T1AY YSECOND YUNIT XSECOND YTHIRD YUNIT XTHIRD YFOURTH YUNIT XFOURTH YLEAST XLEAST	this chart shows PLOTTITLE showing that YHIGHEST YUNIT of those who work in XHIGHEST are T1AY , YSECOND YUNIT in XSECOND , YTHIRD YUNIT XTHIRD , YFOURTH YUNIT in XFOURTH and YLEAST XLEAST . contributing and enforcing the stereotype that that heavily intellectual subjects are man dominated and more creative subjects are women areas .
PLOTTITLE XLABEL XSECOND YSECONDAPPROX YUNIT T1AY XLABEL XFOURTH YFOURTHAPPROX YUNIT T1AY XLABEL XLEAST YLEASTAPPROX YUNIT T1AY XLABEL XHIGHEST YHIGHESTAPPROX YUNIT T1AY XLABEL XTHIRD YTHIRDAPPROX YUNIT T1AY XLABEL XHIGHEST YLABEL T1AY T1AY YLABEL GRFOURTHLEAST	The graph depicts PLOTTITLE . XLABEL XSECOND spent YSECONDAPPROX YUNIT T1AY , XLABEL XFOURTH spent YFOURTHAPPROX YUNIT T1AY , XLABEL XLEAST spent YLEASTAPPROX YUNIT T1AY , XLABEL XHIGHEST spent YHIGHESTAPPROX YUNIT T1AY , and XLABEL XTHIRD spent YTHIRDAPPROX YUNIT T1AY . Overall , XLABEL XHIGHEST spent the most YLABEL on T1AY T1AY , compared to the least amount of YLABEL being spent by XLABEL XFOURTH and XLABEL XLEAST equally .
YLABEL XHIGHEST XLEAST XSECOND	There is a wider YLABEL in the XHIGHEST than XLEAST or XSECOND
YLABEL PLOTTITLE XSECOND YSECOND YUNIT XLABEL T1AY XFOURTH YFOURTH YUNIT XLABEL T1AY XTHIRD YHIGHESTAPPROX YUNIT XLABEL T1AY XLEAST YLEASTAPPROX YUNIT XLABEL T1AY XHIGHEST YHIGHEST YUNIT XLABEL T1AY	This graph depicts the YLABEL of PLOTTITLE . In XSECOND , YSECOND YUNIT of the XLABEL are T1AY , in XFOURTH YFOURTH YUNIT of the XLABEL are T1AY , in XTHIRD YHIGHESTAPPROX YUNIT of the XLABEL are T1AY , in XLEAST YLEASTAPPROX YUNIT of the XLABEL are T1AY , and in XHIGHEST YHIGHEST YUNIT of the XLABEL are T1AY .
PLOTTITLE BARNAMES XHIGHEST YLABEL YHIGHEST YUNIT XSECOND YSECOND YUNIT XTHIRD YTHIRD YUNIT XFOURTH YFOURTH YUNIT XLEAST YLABEL YUNIT	This is a chart showing PLOTTITLE in BARNAMES . XHIGHEST has the most YLABEL , according to this chart , with YHIGHEST YUNIT , closely followed by XSECOND with YSECOND YUNIT , then XTHIRD with YTHIRD YUNIT , then XFOURTH with just YFOURTH YUNIT and XLEAST with the least YLABEL at 24 YUNIT .
PLOTTITLE XLABEL XSTART XHIGHEST XEND XFIFTH YLABEL XLEAST XFIFTH XHIGHEST YHIGHESTAPPROX YUNIT YLABEL XSECOND YSECOND YUNIT YLABEL XTHIRD YTHIRDAPPROX YUNIT XFOURTH YFOURTHAPPROX YUNIT XLEAST YLEASTAPPROX YUNIT XFIFTH YFIFTHAPPROX YUNIT	Here we have a bar chart showing the PLOTTITLE across XLABEL starting XSTART XHIGHEST XEND XFIFTH . The YLABEL seems to have steadily decreased over the XLABEL hitting it 's lowest in XLEAST and increasing slightly by the end of XFIFTH . \\n Between XHIGHESTXEND94 there was just under YHIGHESTAPPROX YUNIT YLABEL . 1995XEND99 XEND a YSECOND YUNIT YLABEL , 2000XEND04 YTHIRDAPPROX YUNIT , 2005XEND09 just under YFOURTHAPPROX YUNIT , XLEASTXEND13 just over YLEASTAPPROX YUNIT and 2015XEND19 around YFIFTHAPPROX YUNIT .
PLOTTITLE XSTART XLABEL XLEAST XEND XHIGHEST XSECOND YSECONDAPPROX YUNIT T1AY GRFOURTHLEAST YLABEL GRYFOURTHLEAST YUNIT T1AY XHIGHEST YLABEL T1AY YHIGHEST YUNIT XTHIRD YTHIRD T1AY	This chart shows the PLOTTITLE varying XSTART XLABEL XLEAST XEND XHIGHEST . \\n \\n From the chart , we can see that those XLABELd XLEAST-24 spend just over YSECONDAPPROX YUNIT on T1AY . Those XLABELd 25-34 and 35-44 spend much less YLABEL with just under GRYFOURTHLEAST YUNIT on T1AY . \\n \\n This increases largely with those between XLABEL 45-54 spending the most YLABEL on T1AY , about XLEAST0 YUNIT . \\n \\n Lastly , this declines largely with those between 55-XHIGHEST who spend about YTHIRD on T1AY .
T1AB T1AY YLABEL YLEAST YMAG XLEAST YTHIRD YMAG XTHIRD YSECOND YMAG XSECOND YHIGHEST YMAG XHIGHEST	T1AB T1AY YLABEL has been tranding upwards , rising from YLEAST YMAG in XLEAST to YTHIRD YMAG in XTHIRD , YSECOND YMAG in XSECOND , to YHIGHEST YMAG in XHIGHEST
YLABEL COUNT T0AX XLABEL T1AB XLEAST XLABEL YLABEL YLEASTAPPROX YUNIT XSECOND YLABEL COUNT XLABEL YSECOND YUNIT YLABEL XHIGHEST YLABEL XSECOND YHIGHEST YUNIT	This chart shows the YLABEL in COUNT different T0AX XLABEL in the T1AB . \\n \\n From this chart , we can see that XLEAST was the XLABEL with the smallest YLABEL of YLEASTAPPROX YUNIT . The XSECOND has the second largest YLABEL of the COUNT XLABEL with a YSECOND YUNIT YLABEL . XHIGHEST YLABEL is the highest , but only slightly higher than the XSECOND at YHIGHEST YUNIT .
PLOTTITLE XLEAST YLEASTAPPROX YMAG YUNIT XSECOND YSECONDAPPROX YMAG YUNIT XTHIRD YTHIRDAPPROX YMAG YUNIT XHIGHEST YHIGHESTAPPROX YMAG YUNIT	The chart shows the PLOTTITLE . \\n \\n XLEAST spent YLEASTAPPROX YMAG YUNIT . XSECOND spent YSECONDAPPROX YMAG YUNIT . XTHIRD YTHIRDAPPROX YMAG YUNIT and XHIGHEST spent the most with YHIGHESTAPPROX YMAG YUNIT .
YLABEL XHIGHEST YUNIT YHIGHESTAPPROX YUNIT YLEASTAPPROX XLEAST GRSECONDTHIRDFOURTH YUNIT GRYSECONDTHIRDFOURTH	YLABEL are highest on XHIGHEST at over YUNIT YHIGHESTAPPROX compared to only YUNIT YLEASTAPPROX on XLEAST . GRSECONDTHIRDFOURTH they level out to an average of YUNIT GRYSECONDTHIRDFOURTH across the week .
PLOTTITLE YLEAST YUNIT T1AX XEND XLEAST YTHIRD YUNIT XTHIRD YSECOND YUNIT XSECOND YHIGHESTAPPROX YUNIT XHIGHEST	This graph shows PLOTTITLE . It shows that YLEAST YUNIT T1AX XEND study XLEAST , YTHIRD YUNIT decide on XTHIRD , YSECOND YUNIT go for XSECOND and YHIGHESTAPPROX YUNIT XHIGHEST .
PLOTTITLE YMAG YUNIT XSECOND YSECONDAPPROX XHIGHEST YHIGHESTAPPROX XTHIRD YTHIRDAPPROX XLEAST YLEAST	the chart shows the PLOTTITLE in YMAG of YUNIT . \\n In XSECOND it was YSECONDAPPROX , in XHIGHEST it was YHIGHESTAPPROX , in XTHIRD it was YTHIRDAPPROX and in XLEAST it was YLEAST
PLOTTITLE XLABEL GRHIGHESTSECOND YLABEL XSECOND YSECONDAPPROX YMAG YUNIT XHIGHEST YHIGHESTAPPROX YMAG YUNIT GRTHIRDLEAST XLEAST YLEASTAPPROX YMAG XTHIRD YLEASTAPPROX	Here we have a bar chart representing PLOTTITLE across various XLABEL . It visually shows GRHIGHESTSECOND having the highest YLABEL over the year with XSECOND spending just over YSECONDAPPROX YMAG YUNIT and XHIGHEST nearly hitting the YHIGHESTAPPROX YMAG YUNIT mark . GRTHIRDLEAST come in last according to this graph , with XLEAST reaching just under YLEASTAPPROX YMAG and XTHIRD just above the YLEASTAPPROX .
PLOTTITLE YLABEL YHIGHESTAPPROX YMAG XHIGHEST YSECONDAPPROX YMAG XSECOND YTHIRDAPPROX YMAG XTHIRD XLABEL YLEASTAPPROX YMAG XLEAST	This chart shows the PLOTTITLE . The largest YLABEL of YHIGHESTAPPROX YMAG are those with a XHIGHEST , followed by YSECONDAPPROX YMAG for those with a XSECOND , YTHIRDAPPROX YMAG for those with a XTHIRD XLABEL and the smallest YLEASTAPPROX YMAG for those with no XLABEL .
XHIGHEST XLABEL YHIGHEST YUNIT T1AY T1AY GRSECONDTHIRD GRYSECONDTHIRD YUNIT T1AB T1AY XLEAST YLEAST YUNIT T1AY T1AB	The table shows that XHIGHEST XLABEL are the most popular , with YHIGHEST YUNIT of T1AY T1AY them . GRSECONDTHIRD are joint 2nd most popular with GRYSECONDTHIRD YUNIT T1AB to T1AY each . XLEAST brings up the rear , with YLEAST YUNIT of T1AY T1AB to T1AY it .
PLOTTITLE XLABEL XHIGHEST YHIGHESTAPPROX YUNIT XSECOND YSECONDAPPROX YUNIT XLABEL COUNT XLEAST YLEASTAPPROX YUNIT	Graph above shows PLOTTITLE . The highest XLABEL was XHIGHEST at YHIGHESTAPPROX YUNIT , XSECOND came in at YSECONDAPPROX YUNIT and the lowest XLABEL out of COUNT was XLEAST at YLEASTAPPROX YUNIT
YLABEL T1AB GRHIGHESTSECOND YSECONDAPPROX YUNIT XSECOND YHIGHESTAPPROX XHIGHEST XHIGHEST YLABEL YHIGHESTAPPROX XHIGHEST YFOURTH XFOURTH XLEAST YUNIT INTERVAL XLABEL YLEASTAPPROX YUNIT	There was an increase in the YLABEL at the T1AB GRHIGHESTSECOND . Increasing from just over YSECONDAPPROX YUNIT in XSECOND to over YHIGHESTAPPROX in XHIGHEST . \\n \\n However from XHIGHEST there has been a slight decline in the YLABEL . From just over YHIGHESTAPPROX in XHIGHEST to YSECONDAPPROX in XFOURTH . \\n \\n XLEAST saw the lowest YLABEL over a INTERVAL XLABEL with just over YLEASTAPPROX YUNIT .
PLOTTITLE YLEAST YUNIT T1AX T1AY XLEAST YTHIRDAPPROX YUNIT T1AX T1AY XTHIRD YSECOND YUNIT XSECOND YSECOND YUNIT T1AX XHIGHEST	Here we see a bar chart showing PLOTTITLE . \\n YLEAST YUNIT T1AX to T1AY XLEAST , Just under YTHIRDAPPROX YUNIT T1AX to T1AY XTHIRD , YSECOND YUNIT XSECOND and just over YSECOND YUNIT T1AX XHIGHEST .
PLOTTITLE YUNIT YTHIRDAPPROX XTHIRD YUNIT YSECOND XSECOND YUNIT YHIGHESTAPPROX XHIGHEST YUNIT YFOURTHAPPROX XFOURTH YUNIT YLEASTAPPROX XLEAST	This graph shows the PLOTTITLE . It shows that it was approximately YUNIT YTHIRDAPPROX on XTHIRD , rising to around YUNIT YSECOND on XSECOND , and rising again to around YUNIT YHIGHESTAPPROX on XHIGHEST . This dipped to YUNIT YFOURTHAPPROX on XFOURTH and decreased again to YUNIT YLEASTAPPROX on XLEAST .
PLOTTITLE YLABEL T1AY XLABEL XHIGHEST YHIGHEST YUNIT YLABEL XLABEL XLEAST YLEASTAPPROX YUNIT T1AY XFOURTH XLABEL	The graph shows PLOTTITLE . The highest YLABEL spent on T1AY was by the XLABEL XHIGHEST at YHIGHEST YUNIT and the lowest YLABEL was by the XLABEL XLEAST with only YLEASTAPPROX YUNIT a T1AY just less than the XFOURTH XLABEL .
YHIGHEST YUNIT T1AY XHIGHEST BARSREST	There are YHIGHEST YUNIT of T1AY in XHIGHEST , which is more than BARSREST .
YLABEL XLABEL T1AB XLABEL XSECOND XEND XFOURTH YLABEL XHIGHEST YHIGHEST YUNIT YLABEL XLEAST YLEAST YUNIT XLABEL	The graph details the YLABEL per XLABEL , at the T1AB . Covering the XLABELs XSECOND XEND XFOURTH the graph shows that the highest YLABEL occurred in XHIGHEST , with YHIGHEST YUNIT . The lowest YLABEL occurred in XLEAST , with YLEAST YUNIT that XLABEL .
T1AY T1AB T0AY XLEAST XLABEL XTHIRD XSECOND XHIGHEST BARSREST XLABEL OTHEROPERATION T1AY XLEAST	T1AY at T1AB were less likely to be T0AY in XLEAST XLABEL than in XTHIRD , XSECOND and XHIGHEST . The BARSREST XLABEL were studied by at least OTHEROPERATION as many T1AY than XLEAST was .
YLABEL XHIGHEST YHIGHESTAPPROX YUNIT XSECOND YSECOND YUNIT XLEAST YLABEL YLEAST YUNIT	This graph shows that the YLABEL is largest in the XHIGHEST at over YHIGHESTAPPROX YUNIT , the next highest is XSECOND at YSECOND YUNIT . XLEAST has the lowest YLABEL at YLEAST YUNIT
PLOTTITLE YTHIRD YUNIT XTHIRD T1AY T1AY YSECONDAPPROX YUNIT XSECOND XHIGHEST YHIGHEST YUNIT XLEAST YLEAST YUNIT	This graph shows the PLOTTITLE . Almost YTHIRD YUNIT of XTHIRD consisted of T1AY , and T1AY make up over YSECONDAPPROX YUNIT of the XSECOND . The XHIGHEST is even higher at YHIGHEST YUNIT , and XLEAST come in the smallest at YLEAST YUNIT .
PLOTTITLE YLEAST YUNIT XLEAST YTHIRD YUNIT XTHIRD YSECOND YUNIT XSECOND YHIGHEST YUNIT XHIGHEST	The chart shows PLOTTITLE . \\n YLEAST YUNIT do XLEAST , YTHIRD YUNIT do XTHIRD , YSECOND YUNIT do XSECOND and YHIGHEST YUNIT do XHIGHEST
XHIGHEST XLABEL T1AY T1AY YHIGHEST YUNIT XLABEL BARSREST	XHIGHEST is the most popular XLABEL for T1AY to T1AY and account for YHIGHEST YUNIT of XLABEL . BARSREST are significantly lower .
PLOTTITLE YLABEL XLEAST YLEAST YUNIT YLABEL XHIGHEST YHIGHEST YUNIT XSECOND YSECOND YUNIT YLABEL XTHIRD YTHIRD YUNIT	Graph above shows PLOTTITLE . The lowest YLABEL recorded was for XLEAST at YLEAST YUNIT , the highest YLABEL was recorded for XHIGHEST at YHIGHEST YUNIT . The second highest was for XSECOND at YSECOND YUNIT . The second lowest YLABEL was for XTHIRD at YTHIRD YUNIT .
PLOTTITLE YLABEL YHIGHEST YUNIT XHIGHEST XSECOND YSECOND YUNIT YTHIRD YUNIT XTHIRD YFOURTH YUNIT XFOURTH	The graph shows PLOTTITLE . The highest YLABEL is YHIGHEST YUNIT in XHIGHEST . This is followed by the XSECOND at YSECOND YUNIT . YTHIRD YUNIT is for XTHIRD and then lastly at YFOURTH YUNIT , XFOURTH .
PLOTTITLE YLEAST YUNIT XLEAST YSECOND YUNIT T1AX XSECOND YHIGHEST YUNIT XHIGHEST YTHIRD YUNIT XTHIRD T1AX	This chart represents PLOTTITLE . \\n Around YLEAST YUNIT XLEAST . \\n YSECOND YUNIT spend their T1AX XSECOND . \\n YHIGHEST YUNIT XHIGHEST and YTHIRD YUNIT XTHIRD in the T1AX .
PLOTTITLE XHIGHEST YHIGHEST YUNIT YLABEL XSECOND YSECOND YUNIT XTHIRD YTHIRDAPPROX YUNIT XLEAST YLEAST YUNIT	This graph shows the PLOTTITLE . XHIGHEST have YHIGHEST YUNIT YLABEL followed by XSECOND with YSECOND YUNIT , XTHIRD with YTHIRDAPPROX YUNIT and XLEAST with YLEAST YUNIT .
YLABEL PLOTTITLE XHIGHEST XSECOND XTHIRD XLEAST	The graph shows the YLABEL of PLOTTITLE . The largest is in XHIGHEST , followed by the XSECOND , then XTHIRD and lastly XLEAST .
PLOTTITLE XLEAST XLABEL YLEASTAPPROX YUNIT XSECOND YSECONDAPPROX YUNIT XHIGHEST XLABEL YHIGHESTAPPROX YUNIT	Bar chart showing the PLOTTITLE . \\n \\n XLEAST is the lowest XLABEL at YLEASTAPPROX YUNIT , then XSECOND at YSECONDAPPROX YUNIT , with XHIGHEST as the main XLABEL at YHIGHESTAPPROX YUNIT .
XHIGHEST YLABEL T1AB YUNIT YHIGHESTAPPROX XSECOND YUNIT YSECONDAPPROX XTHIRD YUNIT YTHIRDAPPROX XFOURTH YUNIT YFOURTHAPPROX XLEAST YUNIT YLEASTAPPROX	On XHIGHEST the YLABEL for T1AB was YUNIT YHIGHESTAPPROX , on XSECOND it was YUNIT YSECONDAPPROX , on XTHIRD YUNIT YTHIRDAPPROX , XFOURTH YUNIT YFOURTHAPPROX and on XLEAST it closed at YUNIT YLEASTAPPROX .
PLOTTITLE XHIGHEST YUNIT YHIGHESTAPPROX XLEAST YUNIT YLEASTAPPROX	This chart shows the PLOTTITLE . \\n They were highest on XHIGHEST at YUNIT YHIGHESTAPPROX . \\n They subsequently fell , ending on XLEAST at around YUNIT YLEASTAPPROX .
PLOTTITLE YHIGHEST YUNIT XHIGHEST YSECOND XSECOND YLEAST YUNIT YLABEL XLEAST	This is a graph showing PLOTTITLE . It shows YHIGHEST YUNIT of it ' s caused by XHIGHEST , a YSECOND of it is due to XSECOND , and just under YLEAST YUNIT of YLABEL is due to XLEAST .
PLOTTITLE YUNIT XHIGHEST YLABEL YUNIT YHIGHESTAPPROX YUNIT YSECONDAPPROX XSECOND XTHIRD YUNIT YTHIRDAPPROX YUNIT YFOURTHAPPROX XFOURTH XLEAST YLABEL YUNIT YLEASTAPPROX	The graph shows the PLOTTITLE , in YUNIT . On XHIGHEST , YLABEL were at their highest , at YUNIT YHIGHESTAPPROX , falling to YUNIT YSECONDAPPROX on XSECOND . There was a smaller decrease on XTHIRD to YUNIT YTHIRDAPPROX , and a marginal decrease to YUNIT YFOURTHAPPROX on XFOURTH . By XLEAST , closing YLABEL had fallen to YUNIT YLEASTAPPROX .
T1AY YLABEL T1AB XLABEL XHIGHEST YUNIT YHIGHESTAPPROX YMAG YUNIT ADDHIGHESTSECOND YMAG T1AY XSECOND XLABEL YUNIT ADDSECONDTHIRD YMAG T1AY XTHIRD XLABEL XLEAST YUNIT YLEAST YMAG T1AY	This graph shows that the T1AY YLABEL a T1AB increases as the level of their XLABEL rises . Those with a XHIGHEST earn over YUNIT YHIGHESTAPPROX YMAG , about YUNIT ADDHIGHESTSECOND YMAG T1AY more than those with a XSECOND XLABEL , who in turn earn about YUNIT ADDHIGHESTSECOND YMAG T1AY more than those with a XTHIRD XLABEL . Those with no XLABEL earn the least at about YUNIT YLEAST YMAG T1AY .
T1AY YLABEL T1AB XLABEL XHIGHEST YLABEL YUNIT YHIGHESTAPPROX YMAG XSECOND YUNIT YSECOND YMAG XTHIRD YUNIT YTHIRDAPPROX YMAG XLEAST YUNIT YLEAST YMAG T1AY YLABEL	chart shows T1AY YLABEL of T1AB per XLABEL showing in XHIGHEST YLABEL was over YUNIT YHIGHESTAPPROX YMAG , followed by XSECOND with YUNIT YSECOND YMAG , XTHIRD with YUNIT YTHIRDAPPROX YMAG and XLEAST YUNIT YLEAST YMAG . as a rebut the graph shows an increase in T1AY YLABEL as time goes on
PLOTTITLE GRHIGHESTSECOND XLABEL GRYHIGHESTSECOND YUNIT T1AY T1AX T1AY GRHIGHESTSECOND YLEAST YUNIT T1AY T1AX XLEAST	This chart represents the PLOTTITLE . \\n \\n GRHIGHESTSECOND are the most popular XLABEL , with just over GRYHIGHESTSECOND YUNIT of the T1AY T1AX to T1AY in one of GRHIGHESTSECOND . \\n \\n Only YLEAST YUNIT of T1AY T1AX to T1AY STEM XLABEL .
PLOTTITLE XLABEL XHIGHEST XSECOND XTHIRD XLEAST YLABEL	This chart shows PLOTTITLE in various XLABEL . We can see that XHIGHEST spends the most by far , followed by XSECOND . XTHIRD and XLEAST trail behind with much smaller YLABEL .
